PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
2016-07-09,P,1,5,9,11,14,19,22,29,30,33,34,35,39,47,50,52,57,63,64,70
2016-07-09,A,3,5,7,9,14,15,19,21,33,34,36,41,44,47,51,53,56,57,65,67
2016-07-08,P,1,2,3,8,14,18,20,25,32,34,42,47,53,55,58,61,63,66,68,69
2016-07-08,A,5,9,12,13,16,24,26,29,30,31,33,39,40,41,45,48,53,58,65,68
2016-07-07,P,2,8,17,25,29,31,33,37,38,45,49,50,51,52,53,56,62,64,68,70
2016-07-07,A,7,8,10,12,13,17,20,22,24,29,31,33,34,37,39,40,45,51,57,61
2016-07-06,P,4,7,8,9,15,26,29,38,40,42,45,46,48,49,51,55,59,61,63,70
2016-07-06,A,2,8,13,14,18,19,21,24,27,28,33,39,41,43,47,58,60,61,64,69
2016-07-05,P,7,10,11,13,19,24,27,28,31,38,44,50,52,57,60,62,63,64,66,67
2016-07-05,A,1,3,5,10,14,23,34,35,36,38,39,43,45,48,49,56,63,64,65,69
2016-07-04,P,2,3,5,12,18,27,32,36,40,44,46,47,51,52,54,55,62,64,69,70
2016-07-04,A,1,3,6,8,12,14,20,29,32,33,35,38,42,44,52,53,61,62,63,64
2016-07-03,P,5,7,8,13,18,19,21,23,27,31,35,36,44,48,50,54,56,59,67,70
2016-07-03,A,2,4,10,11,22,25,26,27,34,38,40,41,43,52,57,60,63,64,66,70
2016-07-02,P,5,6,9,10,11,12,17,20,22,27,28,35,47,52,54,60,61,63,67,70
2016-07-02,A,6,20,21,22,26,33,38,40,41,46,51,52,53,57,58,59,61,63,65,67
2016-07-01,P,5,6,10,11,15,19,24,29,30,35,36,37,38,39,50,51,53,61,67,68
2016-07-01,A,9,11,12,14,17,24,28,30,33,44,45,47,50,51,57,58,60,65,66,68
2016-06-30,P,4,5,13,17,21,26,33,38,39,48,49,50,52,54,58,59,60,61,64,67
2016-06-30,A,4,8,9,11,12,15,19,23,27,32,45,47,50,52,54,55,57,62,64,67
2016-06-29,P,4,7,12,13,14,18,19,21,25,30,33,46,49,51,58,59,62,66,69,70
2016-06-29,A,3,7,22,23,26,27,31,34,35,37,38,47,51,57,59,60,61,63,64,68
2016-06-28,P,2,4,6,11,12,14,22,23,25,27,29,36,37,43,44,52,55,56,62,68
2016-06-28,A,1,4,14,19,22,23,25,33,35,36,40,43,46,47,48,50,51,56,58,68
2016-06-27,P,4,5,7,10,11,13,19,23,24,28,30,33,44,46,47,53,62,66,69,70
2016-06-27,A,2,3,6,9,10,11,12,14,15,16,17,25,26,30,54,58,59,62,64,66
2016-06-26,P,2,4,9,18,20,23,28,38,42,43,45,46,47,48,51,53,54,61,68,70
2016-06-26,A,3,13,16,18,19,21,32,34,36,41,44,45,46,48,56,58,60,61,62,63
2016-06-25,P,7,8,9,17,18,21,31,32,38,41,45,47,48,49,51,53,54,59,62,69
2016-06-25,A,5,6,7,12,19,24,26,29,33,35,41,43,44,49,60,64,65,68,69,70
2016-06-24,P,1,4,11,19,20,23,25,26,27,30,36,37,44,54,58,60,62,66,67,70
2016-06-24,A,1,2,6,8,13,20,21,23,27,28,29,30,32,37,41,44,45,49,53,57
2016-06-23,P,2,3,5,11,12,24,28,29,31,33,39,48,49,51,55,56,60,62,63,70
2016-06-23,A,3,4,6,8,10,15,19,26,28,30,34,35,36,44,45,46,50,60,62,64
2016-06-22,P,6,9,11,13,22,26,29,30,31,32,37,38,41,46,50,54,61,66,68,69
2016-06-22,A,1,2,4,8,10,15,16,17,26,29,35,37,38,41,42,44,49,51,54,68
2016-06-21,P,2,3,4,8,12,14,17,23,26,39,41,47,50,51,53,55,63,64,65,69
2016-06-21,A,1,3,7,8,9,13,14,16,19,24,28,29,44,50,51,54,55,57,60,62
2016-06-20,P,12,20,30,33,35,36,43,48,50,51,54,56,57,58,60,62,66,68,69,70
2016-06-20,A,4,6,7,13,16,17,23,24,29,35,37,38,41,44,45,51,52,56,61,70
2016-06-19,P,2,6,7,12,14,24,30,35,39,40,42,46,47,48,49,50,51,56,59,61
2016-06-19,A,3,8,9,16,21,24,25,30,41,42,48,49,51,53,55,59,61,63,64,69
2016-06-18,P,1,2,3,4,5,8,9,13,15,22,23,27,31,42,51,58,64,67,68,70
2016-06-18,A,2,4,7,11,12,16,18,20,24,26,28,29,40,42,43,48,49,57,61,62
2016-06-17,P,4,5,6,8,12,18,21,24,25,31,32,34,35,40,44,49,54,62,67,68
2016-06-17,A,1,5,7,20,21,23,27,28,30,37,38,46,53,54,59,61,62,66,68,70
2016-06-16,P,1,2,10,16,17,20,23,27,31,33,38,43,50,51,55,58,61,64,69,70
2016-06-16,A,1,2,5,6,7,18,26,28,33,37,39,40,50,54,58,60,62,64,65,66
2016-06-15,P,1,4,5,6,10,11,12,13,21,26,28,29,44,49,50,52,59,61,66,67
2016-06-15,A,2,3,7,18,25,29,34,35,38,39,43,47,48,50,53,59,62,63,66,67
2016-06-14,P,1,3,4,7,9,15,17,18,22,23,25,27,28,29,42,49,51,53,59,68
2016-06-14,A,2,4,6,8,15,19,20,21,23,25,27,29,30,40,41,42,47,51,59,67
2016-06-13,P,2,3,4,6,15,19,20,24,26,27,38,41,42,50,53,54,57,58,60,67
2016-06-13,A,1,4,6,9,11,13,15,24,27,28,30,32,35,48,49,55,56,63,64,65
2016-06-12,P,11,12,15,16,18,22,31,32,34,35,45,52,55,56,57,61,62,63,64,66
2016-06-12,A,1,2,4,22,23,26,36,37,41,42,46,50,51,54,57,59,60,61,66,68
2016-06-11,P,1,2,3,5,12,14,17,18,29,40,41,44,46,52,54,57,60,61,63,65
2016-06-11,A,1,10,12,16,18,24,25,40,44,46,47,48,51,55,57,61,62,67,68,69
2016-06-10,P,9,11,13,14,15,16,21,23,24,25,26,27,43,44,51,55,57,58,69,70
2016-06-10,A,2,6,9,13,15,17,20,21,25,27,34,36,37,40,45,47,65,66,67,69
2016-06-09,P,3,4,8,10,12,16,17,18,29,32,37,39,42,48,49,51,52,56,60,66
2016-06-09,A,5,6,8,21,23,24,25,26,29,31,35,39,42,48,50,52,58,61,62,70
2016-06-08,P,1,5,6,12,13,16,23,24,37,45,46,47,49,50,51,54,56,57,58,61
2016-06-08,A,4,7,10,12,13,15,21,22,28,30,31,34,37,39,42,50,56,58,59,60
2016-06-07,P,1,2,4,16,21,22,23,24,25,28,31,42,45,46,48,52,56,57,58,65
2016-06-07,A,3,4,16,24,27,29,31,37,39,43,46,48,49,55,56,58,61,64,66,69
2016-06-06,P,2,8,11,12,24,26,29,34,36,39,41,42,45,51,54,55,58,59,64,65
2016-06-06,A,2,4,5,14,16,22,23,27,30,31,32,34,35,39,40,47,57,62,64,65
2016-06-05,P,1,2,7,9,16,18,19,23,29,32,33,37,38,41,45,48,50,51,53,60
2016-06-05,A,1,3,8,10,12,15,19,23,27,29,32,37,44,48,49,52,54,60,67,68
2016-06-04,P,1,5,9,10,12,14,21,23,24,36,41,42,44,51,54,61,63,65,67,70
2016-06-04,A,1,5,7,18,32,33,35,36,39,40,44,48,49,53,55,63,64,66,68,70
2016-06-03,P,2,3,11,13,15,17,18,21,31,36,38,42,44,46,47,51,54,58,61,65
2016-06-03,A,2,3,5,13,17,19,21,23,31,34,45,46,50,51,53,58,60,66,68,70
2016-06-02,P,5,6,11,13,21,25,27,33,35,43,44,53,54,58,60,61,63,68,69,70
2016-06-02,A,3,6,13,16,22,27,29,30,38,39,40,41,44,46,49,50,52,64,65,70
2016-06-01,P,2,3,9,14,21,23,25,29,38,42,43,47,50,52,53,54,55,57,61,65
2016-06-01,A,2,5,7,10,20,29,37,39,42,43,44,45,46,51,54,59,61,62,64,68
2016-05-31,P,1,5,6,9,10,12,17,21,23,29,36,39,42,48,50,51,53,55,64,70
2016-05-31,A,6,10,11,22,25,30,32,35,37,38,40,41,43,44,46,49,52,55,59,62
2016-05-30,P,7,8,11,13,15,17,29,30,31,32,36,37,40,41,45,53,57,64,65,67
2016-05-30,A,1,5,8,10,14,20,21,27,29,34,38,39,41,43,49,54,55,56,59,61
2016-05-29,P,1,2,3,7,8,10,12,15,23,27,28,30,33,44,45,47,49,60,64,66
2016-05-29,A,2,3,10,12,22,24,25,26,28,29,32,42,47,50,53,56,62,64,68,69
2016-05-28,P,3,5,10,12,15,25,28,32,36,44,47,50,51,57,59,60,61,63,65,69
2016-05-28,A,7,12,15,19,24,26,29,31,38,41,43,46,48,54,56,57,60,61,62,64
2016-05-27,P,1,6,7,8,11,25,28,36,43,44,46,49,51,53,57,59,66,67,68,70
2016-05-27,A,2,4,5,7,10,14,19,21,24,25,31,33,36,39,40,51,55,59,63,70
2016-05-26,P,7,11,12,18,24,27,28,32,34,41,42,45,47,56,58,59,62,66,67,69
2016-05-26,A,1,9,13,15,17,18,19,20,22,32,35,37,40,44,53,55,58,59,66,70
2016-05-25,P,1,3,19,24,28,29,34,35,36,39,41,43,44,52,53,54,56,59,62,69
2016-05-25,A,6,14,23,26,28,31,32,33,41,47,49,50,52,54,58,59,64,65,66,69
2016-05-24,P,3,4,6,9,11,15,20,22,23,24,26,31,36,37,46,51,55,59,60,70
2016-05-24,A,3,17,20,22,23,25,27,30,31,34,42,43,45,46,50,51,53,54,56,59
2016-05-23,P,3,5,10,12,21,23,24,25,26,31,33,36,40,41,44,45,59,61,65,68
2016-05-23,A,1,3,5,6,8,9,13,18,20,22,30,31,32,36,37,44,56,58,60,65
2016-05-22,P,2,10,11,14,16,20,23,29,39,41,46,47,48,49,51,52,59,61,69,70
2016-05-22,A,4,21,23,27,28,29,30,32,33,35,38,40,42,45,46,50,51,56,62,69
2016-05-21,P,3,5,7,13,16,19,25,27,32,34,37,38,46,47,48,52,57,63,67,69
2016-05-21,A,3,4,5,9,10,16,20,22,23,27,34,41,42,43,44,45,49,51,53,56
2016-05-20,P,2,5,10,11,12,13,14,15,17,22,26,27,36,39,41,54,57,58,60,65
2016-05-20,A,2,3,4,6,12,13,15,18,25,27,29,31,33,36,39,41,44,45,55,68
2016-05-19,P,4,6,10,15,16,18,25,26,31,38,41,44,49,50,51,55,56,58,59,64
2016-05-19,A,6,8,10,12,17,19,23,24,31,38,40,43,46,47,49,50,56,58,62,70
2016-05-18,P,6,7,9,25,26,27,29,30,32,34,35,36,39,43,44,46,47,53,62,69
2016-05-18,A,1,5,6,11,18,23,24,25,26,29,36,38,48,49,50,55,57,62,67,68
2016-05-17,P,4,6,9,11,13,21,22,23,28,36,38,43,44,48,52,54,57,58,62,66
2016-05-17,A,1,3,4,9,10,11,15,19,36,37,39,40,42,44,45,63,65,66,67,70
2016-05-16,P,8,12,13,18,24,29,31,34,39,42,44,45,48,50,58,61,62,63,66,69
2016-05-16,A,1,4,8,11,12,20,22,25,27,30,31,32,39,47,52,53,55,62,63,68
2016-05-15,P,1,3,8,18,20,22,29,39,41,44,47,48,49,54,55,62,63,64,65,70
2016-05-15,A,2,4,8,19,21,22,30,31,33,41,47,48,52,54,56,57,60,62,68,69
2016-05-14,P,3,8,10,16,18,20,28,30,31,33,35,36,37,40,41,47,48,52,59,62
2016-05-14,A,1,2,3,4,11,16,19,20,31,34,42,45,53,57,58,59,60,61,64,68
2016-05-13,P,2,6,8,13,17,18,20,21,23,25,26,34,35,36,44,46,50,56,60,64
2016-05-13,A,2,5,7,8,12,20,21,22,25,26,28,35,43,46,56,59,62,64,68,70
2016-05-12,P,2,12,15,21,29,30,31,35,37,39,41,44,45,49,56,60,63,65,66,67
2016-05-12,A,8,9,10,14,15,18,26,30,32,42,44,45,46,47,50,54,56,57,60,65
2016-05-11,P,4,10,11,12,13,14,15,17,21,27,31,32,34,38,40,44,55,57,59,63
2016-05-11,A,2,3,5,8,10,18,27,28,29,31,33,39,40,44,45,46,57,63,65,67
2016-05-10,P,1,2,3,6,8,9,12,14,21,27,28,35,37,42,43,50,60,63,65,66
2016-05-10,A,3,6,9,15,17,21,24,27,28,29,36,38,44,45,47,54,55,58,64,66
2016-05-09,P,14,16,19,20,23,25,26,27,41,44,48,51,55,58,63,64,65,66,68,70
2016-05-09,A,2,6,10,11,13,19,23,24,27,29,32,34,37,39,49,53,60,61,66,70
2016-05-08,P,2,12,16,17,18,23,25,31,34,37,44,45,50,52,53,55,58,62,64,70
2016-05-08,A,1,3,5,8,19,22,23,26,28,30,33,41,42,44,45,48,52,60,65,66
2016-05-07,P,5,7,10,11,15,17,22,24,37,39,40,41,42,44,49,53,54,55,59,65
2016-05-07,A,9,10,14,15,17,21,26,29,31,34,35,36,37,43,52,60,65,66,67,68
2016-05-06,P,3,4,7,8,13,16,17,19,23,27,33,35,39,40,42,45,47,48,49,56
2016-05-06,A,7,10,11,19,24,25,28,32,35,36,40,41,42,43,45,50,55,56,58,59
2016-05-05,P,4,9,10,14,25,38,40,43,46,47,49,51,53,54,55,57,58,61,64,70
2016-05-05,A,7,8,13,30,31,32,37,42,44,45,47,48,50,53,55,56,57,60,64,66
2016-05-04,P,8,11,13,17,19,27,29,30,31,35,37,38,44,48,55,58,60,61,63,69
2016-05-04,A,5,11,13,16,18,26,29,32,35,36,38,40,41,43,44,45,49,55,57,65
2016-05-03,P,5,11,16,23,24,29,33,34,36,41,44,46,48,49,55,56,59,63,69,70
2016-05-03,A,1,4,6,10,11,12,15,16,17,21,35,36,37,42,50,52,56,60,62,67
2016-05-02,P,4,5,14,16,20,30,31,33,36,37,44,45,47,48,49,52,54,56,59,69
2016-05-02,A,4,6,10,12,14,23,32,38,40,47,48,50,53,54,60,62,67,68,69,70
2016-05-01,P,2,6,14,21,24,28,33,35,38,40,42,43,48,50,51,52,55,58,60,66
2016-05-01,A,4,5,9,10,11,30,35,39,41,44,46,47,52,53,54,56,57,59,67,68
2016-04-30,P,5,10,18,19,26,28,32,34,37,39,44,47,51,52,55,56,58,59,64,68
2016-04-30,A,1,3,4,6,15,24,30,35,36,42,43,44,46,51,53,54,55,60,62,64
2016-04-29,P,5,7,8,12,13,16,18,27,35,38,39,42,48,49,52,54,58,60,64,68
2016-04-29,A,14,18,22,24,27,28,30,31,36,38,39,40,51,54,55,58,59,60,64,65
2016-04-28,P,1,2,6,16,21,23,28,33,36,37,38,40,50,55,56,59,60,66,68,69
2016-04-28,A,3,13,21,23,27,34,40,48,53,55,56,57,58,60,61,62,63,66,68,69
2016-04-27,P,5,12,13,19,24,26,30,31,36,42,49,50,55,57,58,61,66,67,68,69
2016-04-27,A,1,7,11,12,20,21,25,29,31,33,36,41,42,46,52,53,58,62,64,69
2016-04-26,P,2,3,7,10,11,13,22,25,31,36,43,46,49,54,56,57,59,60,63,67
2016-04-26,A,10,13,14,16,17,22,25,26,36,40,42,46,47,50,61,62,65,67,68,70
2016-04-25,P,5,6,7,10,19,21,22,23,30,34,43,46,51,54,55,58,65,67,68,69
2016-04-25,A,2,5,7,14,20,21,27,29,33,49,50,51,54,56,57,58,59,65,68,70
2016-04-24,P,1,3,5,7,11,12,20,24,27,28,29,35,39,41,47,49,52,60,66,70
2016-04-24,A,5,7,9,11,12,18,19,20,23,25,28,31,32,37,43,49,55,57,62,65
2016-04-23,P,2,5,7,11,14,16,17,21,29,34,36,45,47,48,54,58,60,67,68,69
2016-04-23,A,1,3,4,6,8,13,18,19,22,25,28,29,30,35,39,50,53,58,59,70
2016-04-22,P,5,7,10,12,13,19,25,28,31,34,43,46,47,55,56,57,60,61,65,68
2016-04-22,A,4,7,14,17,20,23,24,27,28,31,38,45,46,49,50,53,57,59,60,68
2016-04-21,P,2,4,6,12,16,24,28,37,40,46,48,49,50,54,55,57,59,60,66,68
2016-04-21,A,1,2,3,13,18,19,28,30,34,36,39,40,44,45,51,57,59,63,64,70
2016-04-20,P,3,4,7,9,11,13,27,31,33,37,38,44,45,51,53,54,55,57,61,64
2016-04-20,A,5,11,17,19,23,28,29,30,40,41,43,44,48,50,51,55,59,61,64,68
2016-04-19,P,3,9,10,14,16,17,18,20,23,26,27,42,43,44,48,57,58,60,65,68
2016-04-19,A,1,3,6,12,17,20,30,31,34,36,38,40,42,47,48,52,59,61,62,64
2016-04-18,P,4,6,9,10,11,17,18,20,21,32,43,45,46,51,52,54,58,60,65,68
2016-04-18,A,1,2,8,9,16,23,27,31,34,40,42,43,49,50,51,52,54,56,57,63
2016-04-17,P,1,3,9,15,16,17,20,24,31,36,44,46,52,56,57,59,61,62,64,67
2016-04-17,A,3,7,9,10,11,23,24,25,26,28,29,31,32,34,37,43,46,53,57,62
2016-04-16,P,6,10,13,18,22,24,27,29,30,32,34,39,45,50,52,54,56,59,60,65
2016-04-16,A,4,7,9,17,18,19,20,22,37,39,41,42,45,52,53,54,56,59,62,64
2016-04-15,P,1,2,3,4,9,11,16,20,21,24,30,32,34,37,48,52,53,57,65,69
2016-04-15,A,1,2,4,16,22,25,26,32,33,35,38,41,43,45,50,57,61,65,68,69
2016-04-14,P,3,4,5,11,12,28,29,32,34,40,41,42,45,48,49,57,58,62,66,68
2016-04-14,A,4,6,7,15,21,24,25,26,30,31,41,44,45,52,56,57,61,64,65,68
2016-04-13,P,4,5,8,12,13,14,21,23,26,34,35,39,43,44,46,47,56,60,63,67
2016-04-13,A,1,7,8,10,12,14,19,20,23,28,33,37,42,44,47,48,52,57,58,63
2016-04-12,P,6,17,19,20,21,22,23,24,28,32,33,36,40,44,46,50,51,55,64,68
2016-04-12,A,2,3,4,9,10,18,19,23,27,32,33,35,44,50,51,56,61,64,68,70
2016-04-11,P,10,15,17,18,19,22,23,25,26,31,33,36,39,49,53,58,60,61,63,64
2016-04-11,A,1,2,13,16,17,20,22,27,29,37,38,39,43,44,45,50,54,59,64,66
2016-04-10,P,3,5,8,24,27,31,34,35,36,38,39,42,47,50,55,56,63,66,69,70
2016-04-10,A,4,6,7,8,12,14,21,26,33,37,39,42,44,52,54,57,58,62,67,68
2016-04-09,P,1,3,7,17,22,24,27,31,36,40,52,53,54,56,58,59,62,65,69,70
2016-04-09,A,3,5,6,8,9,16,20,26,31,32,36,38,45,46,49,52,60,65,67,69
2016-04-08,P,1,5,7,8,9,10,12,17,20,24,26,29,35,41,42,49,50,52,67,70
2016-04-08,A,10,14,18,20,23,24,28,29,30,32,33,41,44,47,55,57,64,66,68,69
2016-04-07,P,3,5,6,7,13,14,16,24,26,28,30,37,41,42,44,46,51,52,54,70
2016-04-07,A,6,10,12,13,17,18,19,22,26,29,32,43,51,53,56,57,59,61,66,67
2016-04-06,P,1,5,6,9,13,17,20,26,28,31,32,35,48,52,53,57,64,65,68,69
2016-04-06,A,5,6,7,8,9,13,14,22,24,27,30,33,36,38,46,48,49,53,63,70
2016-04-05,P,1,4,7,8,12,17,19,31,33,35,36,47,50,51,55,56,58,64,69,70
2016-04-05,A,1,5,11,12,13,19,20,26,33,35,40,45,48,51,56,62,64,66,67,70
2016-04-04,P,3,7,8,9,13,17,22,25,28,34,35,41,49,51,58,63,64,65,66,67
2016-04-04,A,5,12,16,17,18,26,30,33,38,39,46,50,51,53,61,62,63,64,66,70
2016-04-03,P,4,7,8,10,11,18,21,23,27,29,34,35,38,41,43,48,49,60,63,68
2016-04-03,A,4,12,18,21,23,24,25,26,29,31,33,34,44,45,52,54,60,61,68,70
2016-04-02,P,1,4,6,10,16,21,25,26,29,30,35,41,43,45,46,47,54,58,61,63
2016-04-02,A,4,5,6,8,10,14,15,19,22,29,32,34,36,37,44,46,49,50,63,69
2016-04-01,P,2,5,13,15,22,23,29,33,35,43,44,46,48,49,51,56,61,63,65,67
2016-04-01,A,1,3,8,12,26,27,29,43,44,45,47,53,54,56,58,63,65,66,67,70
2016-03-31,P,1,3,10,16,21,27,33,35,36,38,43,45,48,54,55,56,58,60,62,65
2016-03-31,A,1,11,14,24,26,27,28,29,30,37,41,50,53,54,59,62,64,65,66,67
2016-03-30,P,5,7,9,15,21,22,25,30,35,36,42,45,53,54,57,59,60,64,66,68
2016-03-30,A,2,5,7,12,13,17,19,29,30,33,39,41,42,44,45,49,54,56,61,67
2016-03-29,P,3,7,9,12,18,21,32,36,38,41,43,46,47,49,59,60,61,67,68,69
2016-03-29,A,3,11,13,14,21,22,26,32,33,35,42,44,49,55,56,59,62,65,66,68
2016-03-28,P,3,16,19,22,24,26,35,39,42,44,45,51,52,54,60,62,64,65,69,70
2016-03-28,A,4,9,16,17,19,21,23,29,31,35,36,43,45,46,47,50,52,53,54,67
2016-03-27,P,2,4,6,28,30,31,32,37,38,39,42,43,44,47,51,54,59,62,64,66
2016-03-27,A,4,8,17,19,24,25,26,29,30,34,35,39,43,45,48,50,52,56,64,69
2016-03-26,P,2,3,4,9,14,21,24,27,37,39,41,47,49,50,51,52,55,58,60,65
2016-03-26,A,2,3,11,16,17,19,33,34,44,45,48,50,52,58,59,61,62,65,69,70
2016-03-25,P,1,2,5,7,9,11,13,15,19,21,37,39,40,44,47,49,51,57,59,60
2016-03-25,A,9,12,15,18,20,21,22,24,26,33,40,41,42,45,50,52,55,57,64,69
2016-03-24,P,2,3,8,11,14,15,16,18,19,27,32,34,35,38,54,55,56,58,59,62
2016-03-24,A,1,4,6,7,11,13,14,16,22,30,31,34,37,45,50,51,60,65,67,68
2016-03-23,P,3,8,12,14,19,20,21,23,26,29,34,35,42,47,48,56,58,61,62,66
2016-03-23,A,1,2,4,5,7,10,11,16,19,21,23,34,36,38,39,52,55,63,68,69
2016-03-22,P,1,3,4,11,13,15,19,21,28,31,33,40,52,56,57,58,61,62,64,66
2016-03-22,A,11,15,19,21,23,27,28,30,34,37,40,49,53,54,56,58,63,66,68,70
2016-03-21,P,1,6,16,21,26,27,30,36,38,39,40,43,45,46,49,59,62,64,67,68
2016-03-21,A,1,10,11,16,21,24,25,26,28,29,31,32,34,40,41,42,56,61,66,69
2016-03-20,P,4,8,12,13,15,21,24,27,36,40,41,47,48,49,51,54,61,62,63,67
2016-03-20,A,1,5,14,15,16,18,22,29,30,33,38,39,43,45,49,52,61,63,64,69
2016-03-19,P,5,9,10,13,15,18,32,35,36,39,40,43,45,46,51,53,56,66,69,70
2016-03-19,A,2,7,9,10,16,17,25,27,38,40,43,44,45,47,50,53,58,59,61,63
2016-03-18,P,1,3,6,8,9,11,14,20,22,25,30,31,38,39,47,57,62,64,67,70
2016-03-18,A,5,12,20,21,25,26,27,28,32,33,37,44,47,58,59,60,61,63,69,70
2016-03-17,P,1,2,4,5,10,11,12,13,16,18,27,38,40,43,49,54,55,58,67,70
2016-03-17,A,2,9,14,19,24,26,28,29,30,32,33,40,50,51,54,55,56,61,69,70
2016-03-16,P,2,7,12,14,16,30,31,34,35,38,42,43,46,47,51,54,61,64,65,67
2016-03-16,A,6,11,16,20,22,23,24,30,34,38,48,49,54,55,56,62,63,64,65,66
2016-03-15,P,6,8,10,16,21,24,25,27,29,30,32,42,45,54,56,58,60,64,66,68
2016-03-15,A,9,12,18,19,20,22,26,31,35,41,42,43,50,51,53,55,61,65,69,70
2016-03-14,P,2,3,11,12,17,18,20,21,26,27,32,33,36,39,40,41,43,45,51,56
2016-03-14,A,1,3,6,13,15,21,29,32,34,35,37,39,46,48,49,50,56,58,59,63
2016-03-13,P,1,6,9,19,21,22,29,31,33,35,36,39,40,42,45,48,53,66,67,69
2016-03-13,A,4,10,14,17,20,21,22,23,25,33,34,35,37,50,51,52,53,56,58,64
2016-03-12,P,2,7,10,18,21,25,26,31,32,33,34,40,43,44,46,48,49,50,52,63
2016-03-12,A,5,8,9,11,12,16,23,28,29,40,41,47,49,54,56,57,58,62,65,69
2016-03-11,P,1,2,4,7,13,14,15,17,18,26,30,33,35,39,51,56,61,65,67,69
2016-03-11,A,1,2,3,6,8,9,11,13,17,21,26,35,51,57,58,60,61,64,68,70
2016-03-10,P,3,9,10,11,14,15,21,23,26,28,30,35,40,47,48,52,57,58,62,64
2016-03-10,A,1,6,8,25,26,31,39,43,44,46,49,54,56,57,58,64,66,67,69,70
2016-03-09,P,16,17,18,20,21,24,25,26,28,29,31,32,43,47,48,51,54,66,68,70
2016-03-09,A,4,15,16,25,28,29,32,33,34,37,47,48,49,51,52,53,55,56,61,65
2016-03-08,P,1,9,13,17,19,20,21,22,24,25,30,38,42,43,45,50,52,61,63,68
2016-03-08,A,4,5,14,16,22,23,31,34,41,42,45,47,49,51,52,55,58,61,65,70
2016-03-07,P,2,3,4,6,8,17,20,24,28,30,39,42,44,46,47,51,52,53,60,66
2016-03-07,A,1,9,13,15,16,18,19,21,37,43,44,49,51,58,60,61,65,67,68,69
2016-03-06,P,2,6,14,16,20,23,24,27,32,33,37,41,48,49,50,56,59,62,64,69
2016-03-06,A,2,3,11,12,14,27,34,36,37,39,42,43,45,47,50,53,54,63,65,69
2016-03-05,P,1,3,9,12,13,14,27,28,33,38,39,42,44,48,49,51,53,58,63,64
2016-03-05,A,2,5,9,10,12,18,20,30,34,37,38,41,42,45,46,52,55,63,66,69
2016-03-04,P,2,8,9,13,16,17,30,31,36,42,46,50,51,53,56,61,65,66,68,69
2016-03-04,A,2,18,19,20,23,24,26,29,33,42,43,45,48,52,53,54,59,60,61,64
2016-03-03,P,3,5,7,8,16,19,33,35,36,42,43,45,50,54,55,56,60,61,69,70
2016-03-03,A,2,6,7,15,18,24,25,26,32,33,34,38,39,40,44,48,53,55,57,64
2016-03-02,P,2,10,13,21,22,25,35,36,37,39,40,43,45,46,56,59,63,66,68,70
2016-03-02,A,12,13,15,25,26,27,29,31,39,49,51,52,54,55,57,59,62,65,66,68
2016-03-01,P,5,13,21,23,29,30,34,37,42,45,49,51,55,57,58,64,65,66,67,70
2016-03-01,A,7,8,11,15,19,25,29,30,37,39,43,45,47,48,49,50,52,58,59,62
2016-02-29,P,1,7,10,12,14,15,21,27,29,30,33,35,39,42,45,46,47,51,66,69
2016-02-29,A,2,4,8,9,10,14,18,19,22,27,29,38,43,46,48,52,57,63,64,69
2016-02-28,P,4,8,9,10,11,20,21,25,29,43,44,46,53,55,56,62,65,66,68,69
2016-02-28,A,5,7,8,11,12,16,17,18,27,28,29,32,33,42,47,53,63,64,66,69
2016-02-27,P,3,4,8,10,13,16,20,23,30,33,43,45,46,53,54,56,58,62,63,64
2016-02-27,A,4,10,23,30,32,33,34,38,42,43,44,47,53,55,56,59,63,64,65,67
2016-02-26,P,6,7,8,16,17,18,24,29,33,37,40,43,44,46,47,50,52,53,61,67
2016-02-26,A,2,5,6,8,14,16,22,23,24,30,36,43,46,47,48,50,53,55,57,59
2016-02-25,P,4,5,6,10,14,22,24,32,35,36,41,43,45,48,50,54,56,58,64,66
2016-02-25,A,1,2,3,10,12,17,19,29,35,40,44,46,47,49,51,53,59,60,62,63
2016-02-24,P,4,6,8,9,10,20,22,27,28,40,41,43,51,52,58,59,60,64,65,69
2016-02-24,A,6,10,14,17,20,23,25,29,31,35,36,37,39,44,51,53,62,65,66,67
2016-02-23,P,5,7,9,11,22,27,28,29,32,35,36,38,42,44,47,49,53,55,57,66
2016-02-23,A,1,2,3,4,5,6,7,12,21,25,27,30,37,43,50,52,53,61,63,69
2016-02-22,P,1,4,7,10,13,16,21,22,25,27,28,35,39,44,47,48,49,51,57,67
2016-02-22,A,1,2,4,12,19,22,26,37,40,43,53,54,56,58,59,60,61,66,69,70
2016-02-21,P,4,5,7,8,9,21,29,31,34,38,42,45,46,47,48,53,60,61,64,68
2016-02-21,A,1,2,9,10,11,12,21,23,25,31,32,35,38,43,55,57,58,60,63,69
2016-02-20,P,1,6,8,19,23,26,27,30,31,35,43,46,47,51,54,57,58,59,65,68
2016-02-20,A,2,4,5,6,19,23,27,29,30,43,49,51,52,54,57,60,61,63,66,69
2016-02-19,P,13,14,18,19,20,21,24,25,27,30,39,45,48,54,55,59,60,61,65,68
2016-02-19,A,1,2,3,7,9,17,19,21,31,32,33,34,42,50,52,57,60,61,65,67
